Client_ID,Description,Fraud_Label,Branch,Language
C0126,"On April 15, 2023, I was involved in the unfortunate passing of my father, Robert Johnson, who was 78 years old. He had been struggling with chronic health issues for several years, including heart disease, and had recently been hospitalized twice in the last month prior to his death. I have attached the official death certificate, which lists the cause of death as heart failure. My father had a life insurance policy with your company, and I am looking to file a claim for the benefits due to his passing. I remember that he had made me the beneficiary of his policy during a family meeting two years ago, and we reviewed the policy details in the presence of my mother, who can corroborate this. I have included a copy of the policy document alongside the claim form for your reference. Furthermore, I contacted the hospital for a detailed medical report, which confirms his health issues leading up to his death. The report is dated April 14, 2023, and outlines his condition over the last few months. I am also including a copy of my father's medical history from his primary care physician, Dr. Smith, who has been treating him for over five years. All necessary paperwork is ready, and I sincerely hope to complete this process smoothly during this difficult time. If you require any additional documentation or information, please do not hesitate to reach out. Thank you for your assistance in this matter.",0,Life,en
C0127,"El 15 de octubre de 2023, regresé a casa después de un fin de semana en la playa con mi familia y encontré que la puerta de entrada estaba abierta. Al entrar, noté que varios objetos de valor, como mi laptop y algunas joyas, habían desaparecido. Inmediatamente llamé a la policía y reporté el robo, y un oficial llegó a las 4:30 p.m. para tomar el informe. Me proporcionaron una copia del reporte, que incluye detalles sobre la entrada forzada y la lista de los artículos robados. También he adjuntado recibos de compra para los objetos que fueron robados, y esos documentos los guardé en una carpeta. Hice una lista detallada de lo que faltaba y tomé fotos del desorden que quedó en la casa. Además, tengo un informe del cerrajero que vino a cambiar las cerraduras ese mismo día. Este incidente me ha dejado bastante angustiado, pero estoy haciendo todo lo posible para avanzar con este reclamo de seguro. Espero que la compañía de seguros pueda ayudarme a recuperar lo que he perdido y mejorar la seguridad de mi hogar.",0,Home,es
C0128,"El 15 de agosto de 2023, me di cuenta de que había una fuga de agua en el baño de mi casa. La fuga se había originado en una de las tuberías viejas que, según los plomeros, necesitaba ser reemplazada. Inmediatamente llamé a un fontanero local, y llegó el mismo día para evaluar la situación. Me proporcionó un presupuesto por escrito, que asciende a 300 euros, y lo acepté para realizar la reparación. Como parte del proceso, el plomero tomó fotos de la fuga y del daño en las paredes, lo que me parece importante para documentar el incidente. Después de la reparación, también le pedí que me diera un recibo detallado, que incluye la fecha, el costo y el tipo de trabajo realizado. El 17 de agosto, envié una copia del presupuesto y el recibo a mi compañía de seguros, junto con la foto que tomó el plomero. Espero que esta información sea suficiente para procesar mi reclamo. Además, tengo un informe de la revisión que realizó el plomero, que documenta el estado anterior de las tuberías. Nunca había tenido un problema así antes, y quiero asegurarme de que esté todo en orden. La casa tiene más de 10 años, así que me preocupa el mantenimiento en el futuro. Estoy disponible para cualquier pregunta adicional que puedan tener respecto al reclamo.",0,Home,es
C0129,"El 10 de octubre de 2023, noté que había una filtración de agua en el techo de mi casa. Después de revisar, descubrí que el problema provenía de una tubería rota en el ático. Inmediatamente llamé a un plomero, el Sr. Gómez, quien llegó al día siguiente, el 11 de octubre, y me proporcionó una factura detallada por el trabajo realizado. También tomé fotografías del daño y de la reparación, con timestamps en mi teléfono. Para documentar mejor la situación, presenté un informe a la policía local, aunque no hubo necesidad de una intervención formal ya que no había un robo o vandalismo involucrado. He conservado todos los recibos de los materiales y las reparaciones realizadas. La casa estaba en un buen estado antes del incidente y no había antecedentes de humedad o daños previos. Además, tengo un contrato con una compañía de seguros que cubre este tipo de problemas, así que estoy seguro de que el reclamo será procesado sin inconvenientes.",0,Home,es
C0130,"On the evening of October 5th, 2023, I was driving home from work when I was involved in a collision at the intersection of Elm Street and 5th Avenue. I left my office around 6 PM and can confirm that the weather was clear and the road conditions were good. As I approached the intersection, the light was green, and I continued through when another vehicle unexpectedly ran a red light and struck the passenger side of my car. Fortunately, no one was seriously injured, but the damage to my vehicle was significant. I immediately called the local police, and they arrived shortly after to take my statement and file a report, which I have attached to this claim. The officer noted in the report that the other driver was at fault for running the red light. I also collected their insurance details and provided them with mine as required. After the incident, I took my car to a nearby body shop, ABC Auto Repair, where they provided me with an estimate of $3,500 for the repairs, along with detailed invoices. I ensured to take pictures of the damage before the repairs started, which I can provide if necessary. I also kept all relevant documents organized, including the police report, invoices, and photos, to help expedite the claims process. I hope this information is helpful in resolving my claim promptly. Thank you for your assistance in this matter.",0,Auto,en
C0131,"On September 15, 2023, I arrived home from work around 6 PM to find that my basement had flooded due to heavy rainfall earlier that day. I immediately called a plumber to assess the damage, and they arrived about an hour later. He confirmed that the water had come in through the foundation, which had not been properly sealed. I documented the incident with photos showing the water levels and the affected areas, including the carpet and furniture that were damaged. I also filed a police report for the flood damage and contacted my insurance company the next day, September 16, to inform them about the situation. I've kept all receipts and invoices from the plumber and a restoration company I hired, which began work on September 18. They provided estimates for repair, which I included in my claim. I understand that I need to provide all relevant documentation, and I'm prepared to do so promptly to facilitate the processing of my claim.",0,Home,en
C0132,"El 15 de septiembre de 2023, estaba conduciendo mi coche, un Honda Accord 2018, por la Avenida de la Libertad en Madrid, cuando otro vehículo me chocó por detrás. La colisión ocurrió aproximadamente a las 3:30 PM. Recuerdo que estaba detenido en un semáforo en rojo y cuando el semáforo cambió, fui embestido de inmediato. Inmediatamente después del accidente, llamé a la policía y presenté un informe, el cual tengo como comprobante. El agente de policía tomó fotos de ambos vehículos y registró los detalles del accidente. En cuanto a los daños, el maletero de mi coche quedó abollado y el parachoques se rompió. Llevé el coche a un taller de reparación recomendado que está cerca de mi casa. Recibí un presupuesto por parte del taller, el cual incluye el cambio del parachoques y la pintura. También guardé los recibos de las reparaciones y un informe del taller que detalla todos los trabajos que se realizarán. Todo esto está disponible para su revisión. Espero que este proceso sea rápido y eficiente.",0,Auto,es
C0133,"Le 10 septembre 2023, j'ai découvert que mon sous-sol était inondé après une forte pluie qui a commencé la nuit précédente. En vérifiant, j'ai remarqué que la moquette était complètement détrempée et que les murs commençaient à se décolorer. J'ai immédiatement contacté mon assureur et j'ai soumis une réclamation. Pour documenter les dégâts, j'ai pris plusieurs photos avec mon téléphone, en veillant à inclure la date et l'heure. J'ai également gardé les factures de nettoyage et les devis de réparation que j'ai obtenus de l'entreprise de rénovation avec laquelle j'ai l'habitude de travailler. Le plombier a mentionné qu'il y avait des signes d'humidité antérieure, mais je ne me souviens pas d'un problème similaire dans le passé. En plus des documents, j'ai fait un rapport à la police locale, comme recommandé par mon assureur, pour qu'il n'y ait pas de complications. J'ai reçu un numéro de dossier pour ma réclamation, et j'espère que tout sera résolu rapidement. Je reste en contact avec l'entreprise de restauration et l'assureur pour assurer une bonne communication.",0,Home,fr
C0134,"El 15 de octubre de 2023, regresé a casa después de un viaje de fin de semana y noté que había agua acumulada en el sótano. Al principio pensé que era una filtración menor, pero al revisar más a fondo, descubrí que la fuga provenía de una tubería rota. Llamé a un fontanero de inmediato, y él confirmó que la rotura había sido causada por el desgaste del material y que requería una reparación urgente. Además, me mostró que el daño había afectado el revestimiento de la pared y parte del suelo. El fontanero me dio una factura detallada de $1,200 por las reparaciones realizadas y me recomendó contratar a un contratista para reparar los daños a largo plazo. Por eso, el 17 de octubre, contacté a un contratista local que ha trabajado en mi casa anteriormente. El contratista llegó y me dio un presupuesto de $3,500 para arreglar el sótano y reemplazar los materiales dañados. Recibí una copia del presupuesto firmado, y el 20 de octubre, comenzó el trabajo. Durante la reparación, tomé varias fotos del daño y el proceso de trabajo. También tengo el informe del fontanero y las facturas de materiales que compró. Planeo enviar toda esta documentación junto con mi reclamo, ya que espero que mi póliza cubra estos costos debido a la naturaleza del daño. Agradezco cualquier ayuda que puedan ofrecerme con este proceso.",0,Home,es
C0135,"I was driving home from a friend’s house on the evening of September 15, 2023, when I hit a patch of black ice on Elm Street. It was a clear night, and I didn't think the roads were hazardous. After I lost control, I crashed into a lamppost and caused damage to my front bumper. I got the car towed to a shop that I had used before, and they estimated the repairs would cost about $3,500. I had recently increased my coverage, so I was relieved I could file a claim. I remember I took a few pictures of the damage, but I can't seem to find the timestamps on them—my phone has been acting up lately. There was supposed to be a witness, but I couldn’t reach him after the incident. I spoke to the tow truck driver, and he mentioned that he had also seen a few accidents in the area that evening, though he didn't remember any details. I hope everything is in order for the claim, as I really need my car back soon.",1,Auto,en
C0136,"On April 5, 2023, I was driving home from work when I was involved in a collision with another vehicle at the intersection of Maple Street and 2nd Avenue around 5:30 PM. The weather was clear, and the roads were dry, which made the accident even more surprising. I was able to exchange insurance information with the other driver, and we both called the police to file a report, which I later obtained from the local precinct. My car sustained significant damage to the front end, so I took it to Reliable Auto Body for repairs, and I have attached their invoice detailing the costs. I have also included photos of my vehicle immediately after the incident and a copy of the police report. Thankfully, no one was injured, but I made sure to check in with the other driver to ensure they were okay as well. I submitted all the necessary documents to my insurance company, along with my claim form. I just want to make sure everything is processed smoothly since I've always been prompt with my payments and hope to get my car back on the road soon.",0,Auto,en
C0137,"El 15 de octubre de 2023, lamentablemente, perdí a mi padre, quien falleció debido a complicaciones relacionadas con su salud. Tenía una póliza de seguro de vida con su aseguradora, así que decidí iniciar el proceso de reclamación. Ya el 17 de octubre, llamé a la compañía y me proporcionaron información sobre los documentos necesarios. Reuní el certificado de defunción y la póliza de seguro, además de copias de las facturas médicas del hospital donde fue tratado. Fui al hospital el 18 de octubre para obtener los registros médicos y confirmé que estaban completos. El 20 de octubre, envié todos los documentos requeridos por correo a la aseguradora, asegurándome de guardar copias de todo. Espero que la revisión de mi reclamación no tarde mucho, ya que necesito el dinero para cubrir algunos gastos pendientes. Es un momento difícil, pero estoy haciendo lo posible por mantener todo en orden.",0,Life,es
C0138,"El 15 de marzo de 2023, llegué a casa después de trabajar y noté que había una fuga considerable en el sótano. Me preocupé mucho porque no sabía cuánto tiempo había estado ahí el agua. Inmediatamente llamé a un plomero, el mismo que había utilizado varias veces antes, y se presentó rápidamente. Sin embargo, no tenía el recibo de su última visita, ya que siempre pagaba en efectivo y nunca me había dado un documento formal. La situación se complicó cuando decidí tomar algunas fotos de los daños. Noté que las imágenes no tenían datos de tiempo en la cámara, lo cual me pareció extraño. Según el plomero, el problema provenía de una filtración que había existido por un tiempo, pero no recordaba haber visto humedad en esa área antes. Además, había cambiado mi póliza de seguro para cubrir más daños justo un mes antes de que ocurriera la fuga, algo que pensé que era prudente. Mencioné esto a mi hermano, quien también estaba presente cuando descubrimos los daños, y él se ofreció a ayudarme a documentar todo. Hice una lista de los daños, pero no tenía valoraciones recientes para algunos objetos antiguos que estaban en el sótano. Espero que el proceso de reclamación sea rápido y fácil, ya que estoy realmente preocupado por el costo de la reparación y lo que eso significa para mí. Me gustaría asegurarme de que el seguro cubra todo lo necesario para devolver la casa a su estado original.",1,Home,es
C0139,"On June 15th, 2023, I was driving my 2015 Honda Accord along Maple Avenue when I noticed a sudden stop by the car in front of me. I was unable to brake in time and collided with the rear of that vehicle, a silver Toyota Camry. Thankfully, no one was injured, and both vehicles remained operational after the incident. Immediately following the accident, I called the local police to report the incident, and an officer arrived to take a statement and file a report. I received a copy of the police report, which I have included with my claim. The other driver was cooperative, and we exchanged insurance information; I have provided their details as well. I also took several photographs of the damage to both vehicles, which are timestamped to confirm the date of the accident. The repairs were conducted at Johnson's Auto Body Shop, where I have attached the invoice detailing the costs and work completed.",0,Auto,en
C0140,"I am writing to file a claim for my husband’s life insurance policy, which he held with your company. He passed away unexpectedly on March 15, 2023, due to complications from a heart condition that he had been managing for several years. We had previously consulted with his doctor, who confirmed the seriousness of his condition and provided ongoing treatment. At the time of his passing, we had all necessary medical records, which detail his diagnosis and treatment plan, and I have attached copies of those documents to this claim. Additionally, we reported his death to the local authorities, and I have included a copy of the official death certificate issued on March 17, 2023. The policy number is 987654321, and I have also included the original policy document along with this claim. My husband had changed the beneficiary to me shortly before his passing, which is documented in the policy amendments dated December 1, 2022. I am hoping to process this claim as quickly as possible, given the financial strains that come with losing a loved one. Thank you for your assistance during this difficult time, and please feel free to reach out if you need any more information or documentation from my side. I am eager to ensure that everything is in order so that the benefits can be received promptly.",0,Life,en
C0141,"Le 12 octobre 2023, j'ai eu un accident de voiture à la sortie de la route 45, près du magasin de bricolage. Mon véhicule a percuté un lampadaire, et j'ai immédiatement appelé la police pour signaler l'incident. La police est arrivée et a dressé un rapport, que j'ai bien sûr conservé. Le lendemain, j'ai décidé de faire réparer ma voiture dans un garage local recommandé par un ami, où j'ai eu quelques inquiétudes sur leurs méthodes de facturation. Bien que le garage ait mentionné que les réparations coûteraient un peu plus que prévu, j'ai accepté car je voulais que ma voiture soit en bon état rapidement. J'ai aussi obtenu une nouvelle couverture d'assurance deux mois avant l'accident, ce qui me semblait prudent à l'époque, mais j'ai commencé à me demander si cela aurait pu influencer mon traitement. J'ai essayé de joindre mon voisin, qui a été témoin de l'accident, mais il semble être difficile à atteindre, ce qui complique un peu les choses. En attendant, j'ai soumis toutes les factures et documents nécessaires à mon assureur, espérant que tout serait en ordre.",1,Auto,fr
C0142,"El 10 de octubre de 2023, mi madre, quien era beneficiaria de mi póliza de vida, fue ingresada en el hospital de la ciudad debido a problemas respiratorios. Durante su estancia, recibí una notificación de la aseguradora sobre el estado de la póliza y, tras revisarla, decidí cambiar el beneficiario a mi hermana, ya que es quien está más cercana a ella en este momento. El hospital emitió un informe médico detallado que indica la gravedad de su condición, y el 15 de octubre, lamentablemente, ella falleció. Luego de su fallecimiento, solicité el certificado de defunción y lo envié a la aseguradora junto con la reclamación de la póliza. He conservado copias de toda la documentación, incluidos los recibos de las facturas hospitalarias, que fueron pagadas directamente por mí. Además, incluí el informe médico que confirma las razones del fallecimiento. Estoy siguiendo todos los procedimientos necesarios y esperando una respuesta sobre el proceso de la reclamación. Confío en que la aseguradora maneje esto con prontitud. Si necesitan más información, no duden en contactarme directamente.",0,Life,es
C0143,"El 15 de octubre de 2023, alrededor de las 4:30 de la tarde, estaba conduciendo mi coche por la Avenida Principal en dirección norte, cuando de repente un vehículo que venía en sentido contrario se saltó un semáforo en rojo y chocó contra mi lado derecho. El impacto fue bastante fuerte y me dejó un poco aturdido. Inmediatamente, llamé a la policía y ellos llegaron al lugar en menos de 10 minutos. El oficial tomó un informe del accidente y me entregó una copia, la cual conservo como parte de mi documentación. Además, hice que un amigo que estaba cerca en ese momento actuara como testigo, y le pedí que también se incluyera en el informe de la policía. Después del accidente, llevé mi vehículo a un taller autorizado que me recomendaron, donde realizaron una evaluación y me dieron un presupuesto por las reparaciones. También tengo todos los recibos de los gastos que he incurrido, incluyendo el remolque y las reparaciones. Espero que esto facilite el proceso de mi reclamación y me ayude a cubrir los costos.",0,Auto,es
C0144,"On March 10, 2023, I returned home from work to find a significant amount of water damage in my living room. It seemed that a pipe had burst, and the carpet was soaked through. I immediately turned off the main water valve and called a plumber who came out the same day. He confirmed that a section of the old plumbing had failed and provided me with an invoice detailing the repairs. Later that evening, I took photos of the damage to the flooring and walls, ensuring each had a timestamp to prove the date of the incident. After assessing the damage, I reached out to my insurance provider to file a claim and provided them with a copy of the plumber's invoice as well. The next day, I also contacted a restoration company that specializes in water damage, as recommended by my insurer. They arrived promptly and started the cleanup process, which included removing the damaged carpet and drying the area. I made sure to keep all receipts from their services, as well as documentation of the initial plumber’s assessment. On March 15, I received an estimate from the restoration company for the repair costs, which I submitted to my insurance adjuster along with all the other materials. Throughout the process, I maintained open communication with both the plumber and the restoration team, as they provided updates on their progress. Thankfully, the adjuster was very helpful, and I felt reassured that everything was being handled properly. As of today, the repairs are nearly complete, and I hope to have everything resolved soon.",0,Home,en
C0145,"On the evening of September 15th, 2023, I returned home from work to find that my basement had flooded due to an unexpected plumbing issue. I immediately called a local plumber, and they arrived within an hour to assess the situation. The plumber identified a burst pipe behind the water heater as the source of the flooding, which they documented in a service report provided to me. After the repairs were made, I reached out to a restoration company to help with the cleanup and drying process, and they were on-site the following morning. I kept all the invoices and receipts from both services, which clearly outline the work completed and the costs incurred. The restoration company took photos of the damage, which are timestamped and saved in my email for reference. I filed a police report in case any property damage needed documentation, and that report includes details of the event and my contact information. I also contacted my insurance agent the day after the incident to inform them about the damage and to initiate the claim process. They recommended submitting all receipts and the plumber's report alongside the claim for a quicker review. I believe everything is documented accurately to reflect the situation and the necessary repairs that were completed shortly after the incident occurred.",0,Home,en
C0146,"Je voudrais déclarer un sinistre concernant des dommages à ma maison qui se sont produits le 15 septembre 2023. Ce jour-là, j'ai remarqué des taches d'humidité sur le mur de la chambre, ce qui m'a amené à contacter un plombier pour évaluer la situation. Il a dit que c'était dû à une fuite dans le toit et a proposé un tarif de 1 200 euros, que j'ai trouvé raisonnable à ce moment-là. J'ai immédiatement accepté son devis, mais après réflexion, je me suis demandé si ce montant était vraiment correct. Je n'ai pas d'appareil photo, donc je n'ai pas pu prendre de photos de la fuite, mais j'ai gardé le reçu manuscrit qu'il m'a donné. J'ai également remarqué que le plombier est le même que celui qui a effectué des travaux chez moi il y a quelques mois. J'ai aussi changé mon assurance habitation en août 2023, ce qui m'a donné l'impression que j'étais mieux couvert pour des dommages de ce type. Le jour où j'ai contacté l'assurance, j'ai précisé que la fuite était apparue soudainement. Cependant, il semble qu'il y ait eu des avis contradictoires de la part de mes voisins sur le fait qu'il ait plu ou non à ce moment-là. Je n'ai pas pu obtenir de rapport météorologique officiel, mais j'espère que cela ne posera pas de problème. En attendant, je me demande s'il est nécessaire d'obtenir une seconde évaluation pour m'assurer que le montant demandé est justifié. Je suis aussi un peu préoccupé par le fait que ce plombier soit un ancien ami de ma famille, ce qui pourrait donner l'impression de conflit d'intérêt. Pour finir, j'aimerais savoir quelles sont les étapes suivantes pour traiter ce sinistre et si des documents supplémentaires sont nécessaires.",1,Home,fr
C0147,"On March 15, 2023, I was driving home from work on Elm Street when my car unexpectedly veered off the road and collided with a tree. It was a clear day, and I didn't see any obstacles ahead, which makes the accident puzzling to me. I remember feeling a strange jolt before losing control, but I can't recall any specific reasons for the incident. Afterward, I called my insurance company right away and reported the crash, even though I didn’t have the usual photos of the scene since my phone was dead at the time. I took my vehicle to Joe’s Auto Body Shop, which I’ve used a couple of times before, as they do good work. I had recently increased my coverage, thinking it was a good idea, but now I worry if that might raise some flags. My friend, who was supposed to be a witness, hasn’t returned my calls; I’m starting to think I might need to rely on my own statements and the police report. The total repair costs amount to over $5,000, and I’ve attached the invoice and a copy of the police report for your review. The timing of this accident feels strange to me, especially with the recent changes in my policy, but I’m just trying to get my car fixed so I can get back to normal.",1,Auto,en
C0148,"El 15 de septiembre, alrededor de las 2:30 de la tarde, yo estaba conduciendo mi coche por la calle Principal, cerca del parque central, cuando de repente perdí el control y choqué contra un árbol. Me acuerdo que el clima estaba despejado y las condiciones de la carretera eran buenas. No había otros vehículos involucrados, lo que me pareció extraño, pero pensé que sería suficiente para reportarlo al seguro. Después del accidente, decidí llevar mi coche a un taller de reparaciones que había utilizado anteriormente, aunque no había tenido problemas con otros talleres en el pasado. Llamé al taller y, aunque no tenían foto en sus registros, dijeron que podían comenzar las reparaciones al día siguiente. En ese momento, decidí aumentar mi cobertura de seguro para incluir daños a mi coche justo una semana antes del accidente, lo cual ahora me parece un poco curioso. La policía llegó al lugar del accidente y tomaron un informe que me prometieron enviarme, aunque hasta ahora no lo he recibido. Un amigo cercano fue testigo del accidente, pero no he podido contactarlo para que confirme los detalles. He estado buscando un recibo de la reparación, pero solo tengo unas notas manuscritas del taller. También, un par de días después, recibí una llamada del ajustador del seguro preguntando por el accidente y me pareció que estaban muy interesados en algunos detalles específicos. Ahora estoy esperando que el seguro se haga cargo, pero siento que hay algo extraño en toda esta situación. Estoy aquí para colaborar y proporcionar cualquier información que necesiten para ayudarme con la reclamación.",1,Auto,es
C0149,"El 12 de octubre de 2023, alrededor de las 3 de la tarde, estaba en casa cuando escuché un fuerte ruido en el sótano. Al bajar, me di cuenta de que había una fuga de agua significativa proveniente de las tuberías. Llamé inmediatamente a un fontanero que había utilizado antes, y él llegó en menos de una hora. Me entregó una factura que detalla el costo de los materiales y el tiempo de trabajo, por un total de 250 euros. Durante la llamada al fontanero, también mencioné que ya había tenido un problema similar hace unos meses, pero que fue algo menor. Después de su trabajo, decidí tomar varias fotos para tener un registro visual del daño y de la reparación. El 14 de octubre, contacté a mi compañía de seguros para reportar el incidente y envié la factura junto con las fotos. Ellos me enviaron un formulario de reclamación que completé y devolví por correo electrónico. El ajuste de la reclamación fue programado para el 20 de octubre, y el ajustador revisó toda la documentación que había proporcionado. En la conversación, él se mostró muy comprensivo y me aseguró que el proceso sería rápido. Agradezco que mi póliza cubra este tipo de daños, ya que no estaba preparado para un gasto tan inesperado. Espero que la respuesta sea positiva para poder solventar esta situación lo más pronto posible.",0,Home,es
C0150,"El 15 de marzo de 2023, me encontré con la necesidad de actualizar mi póliza de vida, ya que había pasado por algunos cambios en mi situación familiar. Fue en una charla con mi amigo Carlos, que también es agente de seguros, donde decidí hacer el cambio de beneficiario a mi pareja, que antes no estaba incluida. Un par de días después, el 18 de marzo, realicé un pago de prima en efectivo, porque pensé que era más fácil y rápido. Para asegurarme de que todo estuviera en orden, llamé a la compañía y me confirmaron que mi póliza estaba al día, aunque sentí que su respuesta fue un poco evasiva sobre algunos detalles. Recibí un correo electrónico de confirmación, pero noté que no tenían la fecha exacta de la última actualización del beneficiario. La semana siguiente, visité a un médico en una clínica local que, según tengo entendido, ha tenido problemas con sus credenciales, pero no pensé mucho en eso en ese momento. Me hicieron algunos exámenes que pagué en efectivo, y me dieron un informe que se sentía un poco vago. Para complicar las cosas, mis registros médicos anteriores no coincidían completamente con las fechas de este último chequeo, lo que me dejó un poco confundido. Además, a pesar de mis intentos, el médico se mostró reacio a liberar todos mis registros. Todo esto me llevó a pensar en las implicaciones de tener esa póliza activa en un momento tan crítico, pero confío en que todo se resolverá pronto. Sin embargo, me di cuenta de que hay algunos detalles que tal vez no encajan perfectamente y me preocupo un poco por eso. Ahora estoy preparando toda la documentación necesaria para presentar este reclamo, esperando que no haya inconvenientes con el proceso. Espero que la compañía no se ponga difícil, ya que he estado al tanto de todos los pagos y cambios recientes. Gracias por su ayuda y atención a esta situación, realmente quiero asegurarme de que todo esté bien.",1,Life,es
C0151,"No dia 15 de setembro de 2023, meu pai, que era o segurado, faleceu em casa. Ele tinha 76 anos e estava lidando com problemas de saúde há algum tempo, mas a situação se agravou rapidamente. Eu não conseguia acreditar quando recebi a notícia; foi devastador para toda a nossa família. Imediatamente, entrei em contato com o hospital para obter um atestado de óbito e eles me forneceram um documento oficial, que está anexado à minha reclamação. Após isso, fiz o registro do óbito no cartório local em São Paulo, o que me tomou algumas horas. Eu também cuidei da questão dos documentos do seguro, e consegui encontrar todos os papéis necessários para dar entrada no pedido de indenização. O contrato de seguro de vida estava ativo e devidamente pago em dia, o que me deixou aliviado, pois a situação financeira da família seria difícil sem esse suporte. Os registros de pagamento estão também anexados para facilitar a análise. Pedi para o agente do seguro, que já me ajudou antes, para guiá-lo pelo processo, já que é tudo muito novo para mim. Espero que isso possa ser resolvido rapidamente, pois precisamos nos organizar financeiramente. Agradeço a atenção e espero por uma resposta em breve.",0,Life,pt
C0152,"El 15 de octubre de 2023, alrededor de las 3:00 PM, estaba manejando mi auto por la avenida principal de mi ciudad, cuando de repente, otro coche se me cruzó en un semáforo en rojo. Intenté frenar, pero no pude evitar el choque. Después del accidente, llamé inmediatamente a la policía, y llegaron al lugar unos 15 minutos después. Ellos hicieron un informe del incidente, el cual tengo guardado, y se puede verificar. El otro conductor, que se identificó como Javier, me proporcionó su información de seguro y su licencia de conducir. Afortunadamente, yo no sufrí lesiones, pero el daño a mi vehículo fue considerable. Me dirigí al taller de reparación recomendado por mi aseguradora, donde me dieron un presupuesto detallado. La factura por la reparación se adjunta al reclamo, además de fotos que tomé del daño. También tengo el historial de mantenimiento de mi auto, que demuestra que ha estado en buenas condiciones. Todo esto lo presenté junto con el informe policial. En total, la reparación me costó alrededor de 2500 euros. Espero que el proceso de reclamación sea lo más fluido posible. Cualquier información adicional que necesiten, no duden en contactarme. Estoy dispuesto a colaborar en lo que sea necesario para resolver esta situación.",0,Auto,es
C0153,"It was a Wednesday, October 11th, when I had my accident on Main Street. The skies were clear, and traffic was light as I was driving home from work around 4:30 PM. Suddenly, I hit a pothole that I swear wasn’t there on my morning commute. After the bump, my steering started acting funny, and I pulled over to check it out. The damage was pretty evident; the front tire was flat and the rim was bent. I called my usual mechanic, who told me to get the car towed to his shop; I’ve been taking my vehicles there for years. I made arrangements with a tow truck service that I’ve worked with before, but they ended up charging me in cash, which seemed a bit odd. Once I got to the shop, my mechanic mentioned some repairs that I hadn’t noticed, adding up to a hefty bill. I ended up deciding to file a claim since I had just upgraded my coverage a few weeks prior. The day after the accident, I reached out to my insurance, but I haven’t sent them all the documentation yet because I’m still waiting on those receipts from the tow service. I think things should be fine, but I feel like I need to double-check everything before I send it in.",1,Auto,en
C0154,"I was involved in a car accident on March 15, 2023, around 3 PM while driving home from work. The incident occurred at the intersection of Main Street and Maple Avenue, a busy area with plenty of traffic. I had the green light when another vehicle ran the red light and collided with my car. Fortunately, there were witnesses at the scene who confirmed my account of the accident, and I collected their contact information. After the accident, I immediately called the police to report the incident, and they filed an official report, which I have on hand. My car sustained significant damage, and I took it to Joe's Auto Body Shop for repairs the following day; they provided a detailed estimate and all receipts for the work done. I've also attached photographs of the damage and the scene taken right after the accident. I’ve kept all documentation organized, including the police report, repair invoices, and the correspondence with my insurance company. I believe the other driver was at fault based on the witness statements. Thankfully, no one was injured, which I’m grateful for, but it was a stressful situation nonetheless. I want to ensure that everything is covered properly since my car is essential for my daily commute. Please let me know if you need any more information to process my claim.",0,Auto,en
C0155,"On March 10, 2023, I returned home from a weekend trip and discovered water damage in my living room. The damage was caused by a leaking pipe, which I later learned had burst while I was away. I immediately contacted a plumber to assess the situation, and they arrived the same day to stop the leak and begin repairs. I have attached the invoice from the plumbing service, which details the work they completed, including the replacement of the damaged section of the pipe. After that, I notified my insurance company and filed a claim to cover the extensive water damage to my walls and flooring. I documented the damage by taking photographs, which I also included in my claim submission. The area was affected primarily near the windows and the ceiling, as the water had begun to spread. I made sure to keep all receipts for the repairs that followed, including the flooring replacement and painting, which I had to undertake shortly after. The contractor I hired provided me with a detailed estimate and a signed contract, along with receipts for all materials purchased. I’ve kept thorough records of all communications with the contractors and the insurance adjuster as well. The repair work was completed by April 15, 2023, and I have attached the final invoice from the contractor as well as the photographs documenting each phase of the repairs. Overall, this has been an overwhelming experience, but I believe I’ve documented everything necessary for a smooth claims process. I appreciate your attention to my claim and hope for a swift resolution.",0,Home,en
C0156,"El 10 de octubre de 2023, estaba conduciendo mi automóvil, un Toyota Corolla 2018, por la Avenida Principal en dirección al centro comercial. Eran aproximadamente las 4:30 PM cuando, de repente, otro vehículo se detuvo frente a mí sin previo aviso. Intenté frenar, pero no pude evitar colisionar con su parte trasera. Después del accidente, llamé a la policía para informar lo sucedido y ellos llegaron al lugar unos 15 minutos después. Tomaron un informe del incidente, que presento como documentación. Intercambié información con el otro conductor, que se identificó como Juan Pérez. Las matrículas fueron verificadas y ambos vehículos tenían cobertura de seguro. Afortunadamente, no hubo heridos, pero el daño a mi coche fue considerable. Llevé mi vehículo a un taller de reparación cercano, donde me dieron un presupuesto de 1,500 euros. Me proporcionaron una factura detallada que incluyo en mi reclamo. También tomé fotos del daño en mi auto y del accidente, con fecha y hora del 10 de octubre. He tenido cobertura de seguro con ustedes desde 2020 y nunca había presentado un reclamo antes. Espero que este proceso sea ágil, ya que necesito mi auto para ir a trabajar. Si necesitan más información, no duden en contactarme directamente.",0,Auto,es
