Client_ID,Description,Fraud_Label,Branch
C0174,"I'm reporting a traffic incident that happened on Wednesday evening near Malaga on the A-1. My car drifted slightly when a hail came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 616 653 161 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Rápido Taller and I received an initial estimate of EUR 1696 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Auto
C0175,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at Riverside Clinic and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Friday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I understand an inspection or call might be required; Elena from our side can also speak to what happened.",0,Life
C0176,"This claim is about water damage we discovered on Monday morning in our home in Valencia. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. GreenOak Remodeling provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I understand an inspection or call might be required; Carmen from our side can also speak to what happened.",0,Home
C0177,"I'm reporting a traffic incident that happened on Tuesday evening near Alicante on the A-2. My car drifted slightly when a light drizzle came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 747 569 520 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Metro Bodyworks and I received an initial estimate of EUR 616 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",0,Auto
C0178,"I'm reporting a traffic incident that happened on Wednesday evening near Barcelona on the M-30. My car drifted slightly when a hail came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 608 302 592 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Metro Bodyworks and I received an initial estimate of EUR 6290 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I understand an inspection or call might be required; Rafa from our side can also speak to what happened. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Auto
C0179,"I'd like to file a claim for a minor crash I had 12 days ago near Bilbao; I didn't report it right away because I thought it was nothing. It was a low-speed bump at a light on the M-40 and I felt some neck stiffness later that week. I upgraded to comprehensive coverage about 17 days before this because my commute changed and I was advised to be safer. I took photos but my phone storage was full and I had to reinstall the camera app, so the pictures don't show location or time data anymore. A passerby, my family friend, said they saw the other vehicle, but they’ve been hard to reach since they started a new job. I visited Centro Salud Norte a couple of times and paid in cash because their card machine was down; they said they can issue receipts later. The car is at Rápido Taller—I’ve used them before and they prepared an estimate very quickly with a similar format as last time. I couldn’t wait for the police due to work and left the scene after exchanging a first name only; I hope that’s okay. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. I understand an inspection or call might be required; Carmen from our side can also speak to what happened.",1,Auto
C0180,"This claim is about water damage we discovered on Saturday morning in our home in Madrid. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. Atlantic CleanUp provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Home
C0181,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Valladolid. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. SeguroDry—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our uncle mentioned smelling something on Sunday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I understand an inspection or call might be required; Rafa from our side can also speak to what happened. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",1,Home
C0182,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Valladolid. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. Fenix Restorations—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our family friend mentioned smelling something on Friday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",1,Home
C0183,"I'm reporting a traffic incident that happened on Friday evening near Barcelona on the AP-7. My car drifted slightly when a heavy rain came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 670 393 220 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to QuickFix Auto and I received an initial estimate of EUR 3208 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I understand an inspection or call might be required; Marcos from our side can also speak to what happened. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",0,Auto
C0184,"This claim is about water damage we discovered on Saturday morning in our home in Madrid. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. GreenOak Remodeling provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",0,Home
C0185,"This claim is about water damage we discovered on Saturday morning in our home in Valladolid. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. BluePeak Services provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I understand an inspection or call might be required; Jordan from our side can also speak to what happened.",0,Home
C0186,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at Centro Salud Norte and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Tuesday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Life
C0187,"I'm reporting a traffic incident that happened on Wednesday evening near Seville on the M-30. My car drifted slightly when a hail came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 660 589 928 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Northside Collision and I received an initial estimate of EUR 5951 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Auto
C0188,"I'm submitting a claim for a serious condition that was identified recently; sorry for the delay, I had trouble collecting some papers. We changed the beneficiary details a few weeks before the diagnosis because we moved and my signature looks different after a minor wrist injury. The initial certificate came from Centro Salud Norte, which I heard had an accreditation issue last year but they told me it's been sorted out. The policy was reinstated after a brief lapse due to a bank switch; we paid the missed premium and everything should be active now. Two clinics provided letters with overlapping dates because appointments were rescheduled multiple times; I hope that doesn’t cause confusion. I prefer not to release full medical records for privacy reasons at this stage, but summaries should be sufficient to verify the claim. I can provide additional statements later—my sister-in-law witnessed some of the symptoms although they weren’t present at the appointment. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",1,Life
C0189,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at Riverside Clinic and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Friday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. I understand an inspection or call might be required; Rafa from our side can also speak to what happened. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Life
C0190,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at Clinica Horizonte and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Thursday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Life
C0191,"I'm reporting a traffic incident that happened on Monday evening near Valencia on the A-1. My car drifted slightly when a clear skies came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 796 960 293 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Metro Bodyworks and I received an initial estimate of EUR 1645 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Auto
C0192,"This claim is about water damage we discovered on Thursday morning in our home in Alicante. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. Atlantic CleanUp provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Home
C0193,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Valladolid. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. BluePeak Services—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our landlord mentioned smelling something on Monday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. I understand an inspection or call might be required; Pablo from our side can also speak to what happened. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",1,Home
C0194,"This claim is about water damage we discovered on Thursday morning in our home in Zaragoza. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. GreenOak Remodeling provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Home
C0195,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Bilbao. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. Atlantic CleanUp—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our sister-in-law mentioned smelling something on Wednesday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. I understand an inspection or call might be required; Nora from our side can also speak to what happened. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",1,Home
C0196,"I'm reporting a traffic incident that happened on Wednesday evening near Seville on the A-2. My car drifted slightly when a clear skies came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 704 856 838 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Northside Collision and I received an initial estimate of EUR 7683 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I understand an inspection or call might be required; Nora from our side can also speak to what happened. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Auto
C0197,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at Centro Salud Norte and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Friday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",0,Life
C0198,"I'm reporting a traffic incident that happened on Wednesday evening near Madrid on the A-2. My car drifted slightly when a heavy rain came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 654 824 665 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Rápido Taller and I received an initial estimate of EUR 7297 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Auto
C0199,"I'm reporting a traffic incident that happened on Wednesday evening near Seville on the A-1. My car drifted slightly when a clear skies came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 611 415 195 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Northside Collision and I received an initial estimate of EUR 2528 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I understand an inspection or call might be required; Diego from our side can also speak to what happened. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Auto
C0200,"I'm reporting a traffic incident that happened on Sunday evening near Bilbao on the M-40. My car drifted slightly when a light drizzle came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 745 172 468 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Rápido Taller and I received an initial estimate of EUR 3444 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I understand an inspection or call might be required; Pablo from our side can also speak to what happened. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",0,Auto
C0201,"This claim is about water damage we discovered on Friday morning in our home in Bilbao. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. GreenOak Remodeling provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I understand an inspection or call might be required; Sergio from our side can also speak to what happened.",0,Home
C0202,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at WellSpring Center and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Sunday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Life
C0203,"I'm submitting a claim for a serious condition that was identified recently; sorry for the delay, I had trouble collecting some papers. We changed the beneficiary details a few weeks before the diagnosis because we moved and my signature looks different after a minor wrist injury. The initial certificate came from WellSpring Center, which I heard had an accreditation issue last year but they told me it's been sorted out. The policy was reinstated after a brief lapse due to a bank switch; we paid the missed premium and everything should be active now. Two clinics provided letters with overlapping dates because appointments were rescheduled multiple times; I hope that doesn’t cause confusion. I prefer not to release full medical records for privacy reasons at this stage, but summaries should be sufficient to verify the claim. I can provide additional statements later—my brother-in-law witnessed some of the symptoms although they weren’t present at the appointment. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",1,Life
C0204,"This claim is about water damage we discovered on Thursday morning in our home in Coruña. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. Fenix Restorations provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. I understand an inspection or call might be required; Elena from our side can also speak to what happened.",0,Home
C0205,"I'd like to file a claim for a minor crash I had 10 days ago near Alicante; I didn't report it right away because I thought it was nothing. It was a low-speed bump at a light on the A-2 and I felt some neck stiffness later that week. I upgraded to comprehensive coverage about 9 days before this because my commute changed and I was advised to be safer. I took photos but my phone storage was full and I had to reinstall the camera app, so the pictures don't show location or time data anymore. A passerby, my uncle, said they saw the other vehicle, but they’ve been hard to reach since they started a new job. I visited Clinica Horizonte a couple of times and paid in cash because their card machine was down; they said they can issue receipts later. The car is at Coastal Glass—I’ve used them before and they prepared an estimate very quickly with a similar format as last time. I couldn’t wait for the police due to work and left the scene after exchanging a first name only; I hope that’s okay. I understand an inspection or call might be required; Carmen from our side can also speak to what happened. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",1,Auto
C0206,"I'm reporting a traffic incident that happened on Thursday evening near Barcelona on the M-30. My car drifted slightly when a heavy rain came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 604 900 533 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Rápido Taller and I received an initial estimate of EUR 1115 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I understand an inspection or call might be required; Taylor from our side can also speak to what happened. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Auto
C0207,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at Amber Medical and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Thursday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Life
C0208,"I'm reporting a traffic incident that happened on Wednesday evening near Madrid on the AP-7. My car drifted slightly when a clear skies came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 735 360 936 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Coastal Glass and I received an initial estimate of EUR 6152 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Auto
